membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	2	1	1	2	2	2
HUMC-8	2	1	2	2	3	3	3
UNMC-81	3	3	3	3	4	4	4
UNMC-18	2	1	1	1	3	1	1
HUMC-7	3	4	4	4	2	5	5
UNMC-16	2	2	2	5	3	2	6
UNMC-7	4	3	4	6	4	6	5
S92-5	2	3	3	5	4	4	7
UNMC-33	3	4	5	3	5	4	5
WCM062	4	2	5	5	6	2	8
GROUP4-9	4	2	5	5	3	2	6
UNMC-68-A2	4	4	5	7	6	7	8
M47-024	4	4	5	7	6	7	2
SPECS-3163	4	4	5	7	6	7	8
UNMC-5	2	2	5	5	3	2	6
S94-7	4	2	5	7	3	7	8
GROUP7-1	4	2	5	5	3	8	6
M47-027	4	2	5	5	3	2	6
SPECS-3155	4	4	5	7	6	7	8
GROUP7-15	1	1	1	1	1	1	1
WCM032	4	4	3	3	2	9	4
HUMC3	2	2	2	2	3	2	3
IA04	2	2	5	5	2	9	2
HUMC-15	4	3	3	6	4	2	9
IA1857	2	2	5	5	2	4	2
GROUP6-2	2	4	6	3	5	4	8
GROUP5-9	4	4	5	7	7	9	7
GROUP4-2	2	1	1	1	1	2	6
UNMC-62	2	2	5	5	2	4	2
SPECS-1917	4	4	5	7	6	7	8
IA2852	2	2	5	5	3	8	10
MCL-38	1	1	1	1	1	1	1
GROUP5-6	2	2	2	5	3	2	6
MCL-138	2	1	2	2	3	2	3
GROUP4-7	2	2	2	5	3	8	6
MCL-98	1	1	1	1	1	1	1
GROUP7-17	4	2	5	5	3	2	6
M47-029	2	2	5	5	8	8	2
M22-51	2	2	5	5	3	2	6
HUMC-6	2	2	2	2	3	3	6
S03-3	2	1	2	5	3	2	8
MCL-14	2	2	2	5	3	2	10
MCL-37	4	3	3	6	4	6	9
MCL-33	2	1	2	2	3	3	3
IA2268	2	2	2	5	3	2	6
GROUP4-1	2	1	2	1	3	2	6
GROUP4-4	2	2	5	5	3	8	10
MCL-40	4	4	5	5	8	8	10
GROUP7-13	2	5	2	2	3	3	4
UNMC-20	2	2	2	5	3	2	6
UNMC-69	2	2	6	5	3	4	4
SPECS-3158	2	4	5	7	6	7	8
IA4227	4	4	5	7	6	7	8
GROUP6-4	2	1	2	1	1	2	3
GROUP6-3	2	2	2	5	3	2	6
UNMC-28	1	1	1	1	1	1	8
SPECS-3157	2	5	6	3	5	4	4
MCL-39	4	2	5	5	3	2	6
MCL-42	4	3	3	6	4	6	9
UNMC-90	2	1	2	2	3	3	3
UNMC-48	2	2	5	5	3	8	10
GROUP7-6	2	2	5	5	3	2	6
GROUP5-4	2	5	6	3	5	4	4
IA68	3	3	3	3	4	4	4
GROUP7-11	1	1	6	3	5	4	1
UNMC-6	2	5	6	3	2	4	2
SC86-6	3	3	3	6	8	6	9
IA4885	3	3	3	6	8	6	9
UNMC-55	3	3	6	3	5	4	4
UNMC-47	3	4	4	4	2	5	5
UNMC-87	3	4	4	4	8	5	5
GROUP7-9	3	4	4	4	8	5	5
GROUP7-20	3	4	4	4	5	5	5
GROUP5-10	3	4	4	4	6	5	5
UNMC-64	1	1	2	2	3	3	3
IA2745	1	1	1	1	8	1	1
HUMC4	3	4	4	4	8	5	5
UNMC-79-C1	4	3	3	6	4	6	9
IA2084	3	4	4	4	8	5	5
IA4203	3	4	4	4	8	5	5
IA1147	2	5	6	3	5	4	4
UNMC-61	2	4	5	7	6	7	8
MCL-128	1	1	1	1	1	1	1
GROUP7-14	1	1	1	1	1	1	1
GROUP4-6	2	5	6	3	5	4	4
GROUP7-2	1	1	2	1	1	1	3
HUMC5	4	2	5	5	3	2	6
MCL-35	1	1	1	1	1	1	1
MCL-75	3	3	6	6	2	5	3
UNMC-24	3	4	3	7	2	9	2
M47-023	4	4	3	7	8	9	10
UNMC-86	4	4	4	7	2	9	2
GROUP5-1	4	4	4	7	7	9	7
GROUP5-5	4	4	4	4	2	5	2
UNMC-8	1	1	1	1	1	1	1
GROUP6-1	1	1	1	1	7	9	1
UNMC-23	1	1	1	1	1	1	1
MCL-71	1	1	1	1	1	1	1
IA4289	4	4	4	7	2	9	2
S08-1	4	4	5	7	7	6	9
UNMC-84	4	1	3	6	7	3	9
SC02-11	2	4	6	3	5	4	8
UNMC-44	1	1	1	1	1	1	1
M47-022	3	3	3	3	4	4	4
BC04	3	3	3	6	4	6	9
HUMC-9	4	4	3	7	7	9	7
GROUP7-22	4	4	5	7	7	9	7
M47-3	1	1	1	1	7	1	1
UNMC-51	4	4	3	7	7	9	7
GROUP4-3	3	4	4	4	2	5	5
WCM045	3	4	4	4	2	5	8
UNMC-31	2	1	2	2	3	3	3
GROUP7-5	3	4	4	4	2	5	5
GROUP4-8	3	4	4	4	2	5	5
UNMC-97	2	5	6	2	5	3	3
HUMC1	3	4	4	4	2	5	5
MCL-61	2	1	2	2	3	3	3
S87-4	4	4	5	7	6	7	8
UNMC-85	4	4	5	7	7	9	7
SC08-2	4	4	5	7	6	9	7
S06-166	4	4	5	7	6	7	8
IA2334	4	4	5	5	8	8	10
MCL-122	1	5	6	3	7	9	6
GROUP5-3	1	1	1	1	1	5	1
GROUP5-7	1	1	1	1	1	1	1
S89-9	4	4	5	7	6	7	8
GROUP4-5	2	1	2	1	1	3	3
M47-025	4	2	5	5	3	2	6
IA834	4	4	5	7	6	7	8
HUMC-12	2	1	2	1	3	3	3
UNMC-88	2	1	2	2	3	3	3
GROUP4-11	2	4	3	3	5	4	4
UNMC-39	2	1	2	2	3	3	3
MCL-25	2	5	6	2	5	4	4
HUMC-10	2	4	6	7	5	4	8
GROUP7-19	2	5	6	3	5	4	4
GROUP5-8	1	4	6	7	7	9	6
SPECS-3164	4	4	5	5	8	8	10
UNMC-71-A5	4	4	3	7	8	8	10
MCL-24	1	1	1	1	1	1	1
UNMC-37	1	1	1	1	1	1	1
IA-02	1	1	6	1	1	4	4
GROUP7-3	2	5	6	3	5	3	4
S03-8	3	3	6	6	2	5	3
GROUP5-2	2	1	2	2	3	3	3
GROUP4-10	2	2	2	5	3	2	6
MCL-45	1	1	1	1	1	1	1
MCL-109	1	1	1	1	1	1	1
SC01-10	4	4	5	7	6	7	8
WCM041	4	4	5	7	6	8	8
MCL-146	3	3	6	6	2	5	3
MCL-126	4	4	5	7	6	7	8
