membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	1	1	1	2	2	2
HUMC-8	3	2	2	2	3	3	3
UNMC-81	4	3	1	3	1	4	4
UNMC-18	1	1	1	1	1	1	1
HUMC-7	4	3	3	4	4	5	5
UNMC-16	2	4	4	5	2	2	2
UNMC-7	3	5	5	3	5	4	6
S92-5	2	3	4	6	6	6	7
UNMC-33	4	3	3	4	4	5	5
WCM062	2	2	4	6	2	2	8
GROUP4-9	2	2	4	5	2	2	2
UNMC-68-A2	2	2	4	6	2	7	8
M47-024	2	1	4	6	1	4	9
SPECS-3163	2	2	4	6	2	7	8
UNMC-5	2	2	4	5	2	2	2
S94-7	2	2	4	5	2	2	2
GROUP7-1	2	2	4	5	2	2	2
M47-027	2	2	4	5	2	2	2
SPECS-3155	2	2	4	5	2	2	2
GROUP7-15	1	1	1	1	1	1	1
WCM032	2	3	6	7	7	8	4
HUMC3	2	2	4	6	3	3	3
IA04	2	3	4	7	7	9	9
HUMC-15	3	5	5	3	5	4	6
IA1857	2	3	6	7	7	9	4
GROUP6-2	2	3	6	7	8	8	4
GROUP5-9	2	2	4	6	6	7	8
GROUP4-2	1	1	4	5	2	2	2
UNMC-62	2	3	3	7	7	6	7
SPECS-1917	2	3	4	6	2	6	8
IA2852	2	3	3	7	6	6	7
MCL-38	1	1	1	1	1	1	1
GROUP5-6	2	4	4	5	2	2	2
MCL-138	3	4	2	2	3	3	3
GROUP4-7	2	2	4	5	2	2	2
MCL-98	1	1	1	1	1	1	1
GROUP7-17	2	2	4	5	2	2	2
M47-029	4	3	6	5	7	9	4
M22-51	2	2	4	5	2	2	2
HUMC-6	2	2	2	2	3	3	2
S03-3	2	2	4	6	3	3	3
MCL-14	2	3	4	7	6	6	7
MCL-37	3	5	5	5	8	4	2
MCL-33	1	4	2	2	3	3	3
IA2268	2	2	4	5	2	2	2
GROUP4-1	1	2	4	5	2	2	2
GROUP4-4	2	2	4	5	2	2	2
MCL-40	2	2	4	5	7	9	2
GROUP7-13	1	4	2	2	8	8	4
UNMC-20	1	1	4	5	2	2	2
UNMC-69	3	4	5	7	8	8	4
SPECS-3158	3	2	5	3	5	4	6
IA4227	2	2	4	6	2	7	8
GROUP6-4	1	1	1	1	1	1	1
GROUP6-3	2	2	4	5	2	2	2
UNMC-28	1	1	1	1	1	4	1
SPECS-3157	2	3	6	7	7	8	4
MCL-39	2	2	4	5	2	2	2
MCL-42	3	5	5	3	5	4	6
UNMC-90	2	2	4	2	3	3	3
UNMC-48	2	3	6	7	7	8	4
GROUP7-6	2	2	4	5	2	2	2
GROUP5-4	4	3	6	7	8	8	4
IA68	4	3	3	4	8	4	6
GROUP7-11	1	1	1	1	1	8	4
UNMC-6	4	3	6	7	8	9	4
SC86-6	4	5	5	3	5	4	6
IA4885	3	5	5	3	5	4	6
UNMC-55	4	5	3	3	8	4	6
UNMC-47	4	3	3	4	4	5	5
UNMC-87	4	3	3	4	4	5	5
GROUP7-9	4	3	3	4	4	5	10
GROUP7-20	4	3	3	4	4	5	5
GROUP5-10	4	3	3	4	4	5	5
UNMC-64	1	4	2	2	3	3	3
IA2745	1	1	4	1	1	1	5
HUMC4	4	3	3	4	4	5	5
UNMC-79-C1	3	5	5	3	5	4	6
IA2084	1	1	1	1	1	1	5
IA4203	4	3	3	4	4	5	5
IA1147	4	3	6	7	8	8	4
